1 0.0 None None None
2 0.168699 0.0 None None
3 0.0 0.901327 0.0 None
4 0.00876565 -1.18329e-30 2.49173 -6.31089e-30
5 5.91646e-31 0.135533 -6.31089e-30 5.03735
6 8.22663e-5 -3.9443e-31 0.583217 3.15544e-30
7 -1.18329e-30 0.0117023 7.88861e-31 1.52563
8 0.000767978 5.91646e-30 0.123916 5.52203e-30
9 0.0 2.80213e-6 9.46633e-30 0.486306
10 0.000402505 -7.88861e-30 0.0146446 -9.46633e-30
11 -6.21228e-30 0.000965183 5.52203e-30 0.125845
12 9.55576e-5 -7.49418e-30 6.34091e-5 2.52435e-29
13 -6.31089e-30 0.000749414 1.02552e-29 0.0193169
14 9.71943e-6 -2.12992e-29 0.000930254 1.57772e-30
15 -1.87354e-30 0.000259719 9.46633e-30 0.000452608
16 1.72053e-9 1.22273e-29 0.00103787 4.73317e-30
17 -2.16937e-30 4.80477e-5 0.0 0.000712584
18 7.8434e-7 -1.30162e-29 0.000480696 2.91879e-29
19 3.8457e-30 2.76417e-6 2.12992e-29 0.00123474
20 7.38233e-7 -1.57772e-30 0.000128684 3.07656e-29
21 -1.0551e-29 3.44556e-7 -1.89327e-29 0.000745446
22 3.12342e-7 -7.09975e-30 1.72872e-5 -4.02319e-29
23 -1.15371e-29 1.29012e-6 8.75636e-29 0.000265412
24 7.67398e-8 -6.38977e-29 1.55579e-7 1.02552e-29
25 -6.05451e-29 9.21775e-7 -4.25985e-29 5.65273e-5
26 8.91023e-9 -1.45939e-29 1.08617e-6 -2.2877e-29
27 -2.74129e-29 3.63242e-7 -6.15312e-29 4.59474e-6
28 7.80841e-12 4.18096e-29 1.54704e-6 4.96982e-29
29 9.31842e-29 8.73481e-8 8.28304e-29 2.02273e-7
30 8.90029e-10 -1.26218e-29 9.12214e-7 4.73317e-29
31 -4.66414e-29 9.77709e-9 4.73317e-30 1.67354e-6
32 1.05436e-9 -4.41762e-29 3.33173e-7 2.35081e-28
33 -1.58265e-28 7.67997e-13 -8.04638e-29 1.5841e-6
34 5.737e-10 1.71972e-28 7.59032e-8 1.02552e-28
35 1.2819e-30 1.38898e-9 7.49418e-29 8.2177e-7
36 1.96092e-10 -1.34106e-29 7.45766e-9 2.36658e-29
37 -4.14152e-29 1.63751e-9 5.44314e-29 2.81415e-7
38 4.09416e-11 2.16542e-28 8.08878e-11 -3.23433e-29
39 -6.60671e-30 9.3828e-10 -1.22273e-28 6.02484e-8
40 3.18937e-12 -1.44756e-28 1.88089e-9 9.0719e-29
41 1.14976e-28 3.48274e-10 -1.26218e-29 4.91202e-9
42 2.02293e-13 -2.50069e-28 2.06688e-9 -1.79071e-28
43 -3.8812e-28 8.3112e-11 4.18096e-29 3.04205e-10
44 1.41786e-12 1.76705e-28 1.19876e-9 1.20696e-28
45 1.18329e-28 9.13218e-12 -4.02319e-29 2.32874e-9
46 1.36539e-12 -1.86171e-28 4.6494e-10 6.15312e-29
47 -2.17331e-28 2.44399e-14 -1.75916e-28 2.39002e-9
48 7.39223e-13 4.61484e-29 1.19887e-10 3.9443e-28
49 7.95763e-29 1.91727e-12 5.28537e-29 1.39098e-9
