1 0.875 None None None
2 0.875 3.375 None None
3 0.706301 3.375 7.5437 None
4 0.706301 2.47367 7.5437 13.7763
5 0.697536 2.47367 5.05196 13.7763
6 0.697536 2.33814 5.05196 8.73898
7 0.697454 2.33814 4.46875 8.73898
8 0.697454 2.32644 4.46875 7.21335
9 0.696686 2.32644 4.34483 7.21335
10 0.696686 2.32643 4.34483 6.72704
11 0.696283 2.32643 4.33019 6.72704
12 0.696283 2.32547 4.33019 6.6012
13 0.696187 2.32547 4.33012 6.6012
14 0.696187 2.32472 4.33012 6.58188
15 0.696178 2.32472 4.32919 6.58188
16 0.696178 2.32446 4.32919 6.58143
17 0.696178 2.32446 4.32816 6.58143
18 0.696178 2.32441 4.32816 6.58071
19 0.696177 2.32441 4.32768 6.58071
20 0.696177 2.32441 4.32768 6.57948
21 0.696176 2.32441 4.32755 6.57948
22 0.696176 2.32441 4.32755 6.57873
23 0.696176 2.32441 4.32753 6.57873
24 0.696176 2.32441 4.32753 6.57847
25 0.696176 2.32441 4.32753 6.57847
26 0.696176 2.32441 4.32753 6.57841
27 0.696176 2.32441 4.32753 6.57841
28 0.696176 2.32441 4.32753 6.57841
29 0.696176 2.32441 4.32753 6.57841
30 0.696176 2.32441 4.32753 6.57841
31 0.696176 2.32441 4.32753 6.57841
32 0.696176 2.32441 4.32753 6.5784
33 0.696176 2.32441 4.32753 6.5784
34 0.696176 2.32441 4.32753 6.5784
35 0.696176 2.32441 4.32752 6.5784
36 0.696176 2.32441 4.32752 6.5784
37 0.696176 2.32441 4.32752 6.5784
38 0.696176 2.32441 4.32752 6.5784
39 0.696176 2.32441 4.32752 6.5784
40 0.696176 2.32441 4.32752 6.5784
41 0.696176 2.32441 4.32752 6.5784
42 0.696176 2.32441 4.32752 6.5784
43 0.696176 2.32441 4.32752 6.5784
44 0.696176 2.32441 4.32752 6.5784
45 0.696176 2.32441 4.32752 6.5784
46 0.696176 2.32441 4.32752 6.5784
47 0.696176 2.32441 4.32752 6.5784
48 0.696176 2.32441 4.32752 6.5784
49 0.696176 2.32441 4.32752 6.5784
50 0.696176 2.32441 4.32752 6.5784
